id as number,year,occasion,site,food_trt,helm_trt,date,sess,trap,tag,id,sex,ow,per,nip,preg,test,head,mass,ticks,ear_ed,saliva_sr,smear_bs,bloodspin_bc,bloodrna_br,fecalegg_fe,fecalrna_fr,deworm,fate,handler,notes
286,2021,4,hevonen,control,control,8/9/2021,1,B2,226155,0286,M,0,NA,NA,NA,0,13.0,15.0,0,1,1,1,1,1,1,1,0,R,JM,multicap with shrew; more FE collected session 3 8/10 (FE0286-2)
287,2021,4,hevonen,control,control,8/9/2021,1,A1,226017,0287,F,0,1,1,1,NA,14.0,29.5,7,NA,1,1,1,1,1,1,0,R,SK,
288,2021,4,hevonen,control,control,8/9/2021,1,K3,226192,0288,F,0,0,0,0,NA,12.1,11.5,0,1,1,1,1,1,1,1,0,R,JM,FE small amount
289,2021,4,hevonen,control,control,8/9/2021,1,I6,219878,0289,M,0,NA,NA,NA,1,14.3,23.0,0,1,1,1,1,1,1,1,0,S,JM,euthanized
290,2021,4,hevonen,control,control,8/9/2021,1,J5,219919,0290,M,0,NA,NA,NA,1,13.4,24.0,2,NA,1,1,1,1,1,1,0,R,SK,
291,2021,4,hevonen,control,control,8/9/2021,1,C4,219978,0291,M,0,NA,NA,NA,0,12.2,14.5,1,NA,1,1,1,1,1,1,0,R,SK,
292,2021,4,hevonen,control,control,8/9/2021,1,H3,226103,0292,M,0,NA,NA,NA,0,12.4,12.0,3,1,1,1,1,1,1,1,0,R,JM,
293,2021,4,hevonen,control,control,8/9/2021,1,B4,226191,0293,M,0,NA,NA,NA,0,13.0,15.0,0,1,1,1,1,1,1,1,0,S,JM,euthanized
294,2021,4,hevonen,control,control,8/9/2021,1,J2,226147,0294,M,0,NA,NA,NA,1,13.6,23.0,2,1,1,1,1,1,1,1,0,R,SK,
295,2021,4,hevonen,control,control,8/9/2021,1,B5,219712,0295,M,0,NA,NA,NA,1,12.7,13.5,0,1,1,1,1,1,1,1,0,R,SK,
296,2021,4,hevonen,control,control,8/9/2021,1,C2,219704,0296,F,0,1,1,0,NA,13.2,20.0,0,1,1,1,1,1,1,1,0,S,JM,euthanized
348,2021,4,hevonen,control,control,8/9/2021,2,G5,219986,0348,M,0,NA,NA,NA,1,13.8,19.0,6,NA,1,1,1,1,1,1,0,R,JM,
349,2021,4,hevonen,control,control,8/9/2021,2,C2,219995,0349,M,0,NA,NA,NA,1,13.9,22.0,0,1,1,1,1,1,1,1,0,R,JV,
350,2021,4,hevonen,control,control,8/9/2021,2,C1,219756,0350,F,0,0,0,0,NA,12.8,13.0,1,1,1,1,1,1,1,1,0,R,JM,
351,2021,4,hevonen,control,control,8/9/2021,2,J3,219795,0351,F,0,0,0,0,NA,12.3,14.5,0,1,1,1,1,1,1,0,0,R,JV,
352,2021,4,hevonen,control,control,8/9/2021,2,I6,219985,0352,M,0,NA,NA,NA,0,11.7,11.0,0,1,1,1,1,1,1,1,0,R,JM,FR collected session 3 8/10
353,2021,4,hevonen,control,control,8/9/2021,2,J5,219911,0353,F,0,0,0,0,NA,11.6,11.5,0,1,1,1,1,1,1,1,0,R,JV,
354,2021,4,hevonen,control,control,8/9/2021,2,D5,219943,0354,M,0,NA,NA,NA,0,12.4,12.5,0,1,1,1,1,1,1,1,0,R,JM,"FR not fresh; BC frozen for 10min at -80C before spin, serum very red but did separate to PM and PI"
355,2021,4,hevonen,control,control,8/9/2021,2,J1,219968,0355,M,0,NA,NA,NA,0,11.9,12.5,0,1,1,1,1,1,1,1,0,R,JV,"more FE collected session 4 8/10 (FE0355-2); FR collected (not fresh) session 4 8/10; BC frozen for 10min at -80C before spin, serum very red but did separate to PM and PI "
297,2021,4,janakkala,supplement,deworm,8/9/2021,1,B2,219909,0297,F,0,1,1,1,NA,14.1,29.0,0,NA,1,1,1,1,1,1,1,R,JV,
298,2021,4,janakkala,supplement,deworm,8/9/2021,1,E6,226149,0298,M,0,NA,NA,NA,0,12.0,12.0,0,1,1,1,1,1,0,0,1,DP,SK,multicap with 2 voles; non-responsive after processing
299,2021,4,janakkala,supplement,deworm,8/9/2021,1,H3,226047,0299,F,0,1,1,1,NA,13.6,27.0,2,NA,1,1,1,1,1,1,1,R,JV,
300,2021,4,janakkala,supplement,deworm,8/9/2021,1,E6,219701,0300,F,0,0,0,0,NA,12.1,12.5,0,1,1,1,1,1,0,0,1,R,SK,multicap with 2 voles
301,2021,4,janakkala,supplement,deworm,8/9/2021,1,C2,219798,0301,F,0,1,1,1,NA,13.5,26.5,0,1,1,1,1,1,1,1,1,R,JV,
302,2021,4,janakkala,supplement,deworm,8/9/2021,1,C4,226129,0302,F,0,1,1,0,NA,13.0,24.0,0,1,1,1,1,1,1,1,1,S,SK,euthanized
303,2021,4,janakkala,supplement,deworm,8/9/2021,1,A4,219759,0303,M,0,NA,NA,NA,0,13.1,16.5,0,1,1,1,1,1,1,1,1,S,JV,euthanized
304,2021,4,janakkala,supplement,deworm,8/9/2021,1,A5,226128,0304,M,0,NA,NA,NA,0,12.4,12.5,2,1,1,1,1,1,1,1,1,R,JV,
305,2021,4,janakkala,supplement,deworm,8/9/2021,1,G1,226154,0305,F,0,0,0,0,NA,13.2,12.0,4,1,1,1,1,1,1,1,1,R,JV,
306,2021,4,janakkala,supplement,deworm,8/9/2021,1,E1,219720,0306,M,0,NA,NA,NA,0,13.0,14.5,3,1,1,1,1,1,1,1,1,R,JV,gland in eye fully out of eye socket after blood was taken
307,2021,4,janakkala,supplement,deworm,8/9/2021,1,D2,219716,0307,M,0,NA,NA,NA,0,13.5,14.0,1,1,1,1,1,1,1,1,1,R,JV,
308,2021,4,janakkala,supplement,deworm,8/9/2021,1,A6,219761,0308,F,0,1,0,0,NA,13.0,13.0,0,1,1,1,1,1,1,1,1,R,JV,
309,2021,4,janakkala,supplement,deworm,8/9/2021,1,A2,219757,0309,F,0,0,0,0,NA,12.7,13.5,0,1,1,1,1,1,1,1,1,R,JV,
310,2021,4,janakkala,supplement,deworm,8/9/2021,1,I3,226096,0310,M,0,NA,NA,NA,1,14.0,21.0,2,NA,1,1,1,1,1,1,1,R,JV,
311,2021,4,janakkala,supplement,deworm,8/9/2021,1,E5,219903,0311,F,0,1,1,1,NA,14.0,22.5,2,NA,1,1,1,1,1,1,1,R,JV,"lactating, sperm plug"
312,2021,4,janakkala,supplement,deworm,8/9/2021,1,K3,219982,0312,M,0,NA,NA,NA,1,13.0,17.5,0,NA,1,1,1,1,1,1,1,R,JV,
313,2021,4,janakkala,supplement,deworm,8/9/2021,1,J2,219975,0313,F,0,1,1,1,NA,13.8,23.0,0,NA,1,1,1,1,1,1,1,R,JV,bloody vagina
314,2021,4,janakkala,supplement,deworm,8/9/2021,1,H1,226068,0314,M,0,NA,NA,NA,1,14.1,25.5,1,NA,1,1,1,1,1,1,1,R,JV,
NA,2021,4,janakkala,supplement,deworm,8/9/2021,1,E6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR,NA,multicap with 2 voles; escaped at trap E6 before processing
330,2021,4,janakkala,supplement,deworm,8/9/2021,2,B3,219706,0330,F,0,1,0,0,NA,12.7,15.0,1,1,1,1,1,1,1,1,1,R,SK,FE small amount
331,2021,4,janakkala,supplement,deworm,8/9/2021,2,K1,219947,0331,F,0,1,1,0,NA,13.4,22.0,0,NA,1,1,1,1,1,1,1,R,JM,
332,2021,4,janakkala,supplement,deworm,8/9/2021,2,I5,219783,0332,F,0,1,0,0,NA,11.9,12.0,1,1,1,1,1,1,1,1,1,R,SK,
333,2021,4,janakkala,supplement,deworm,8/9/2021,2,E1,219729,0333,M,0,NA,NA,NA,0,11.6,10.5,1,1,1,1,1,1,1,1,1,R,JM,multicap with vole; FE small amount
334,2021,4,janakkala,supplement,deworm,8/9/2021,2,I2,219786,0334,F,0,1,1,0,NA,12.6,18.5,0,1,1,1,1,1,1,1,1,R,SK,
335,2021,4,janakkala,supplement,deworm,8/9/2021,2,E1,219775,0335,F,0,0,0,0,NA,12.1,10.5,0,1,1,1,1,1,1,1,1,R,JM,multicap with vole; FE small amount
336,2021,4,janakkala,supplement,deworm,8/9/2021,2,C4,219790,0336,M,0,NA,NA,NA,1,13.0,15.5,1,1,1,1,1,1,1,1,1,R,SK,
337,2021,4,janakkala,supplement,deworm,8/9/2021,2,I1,226088,0337,F,0,1,1,1,NA,13.7,34.5,1,NA,1,1,1,1,1,1,1,R,JM,
338,2021,4,janakkala,supplement,deworm,8/9/2021,2,I4,219742,0338,F,0,0,0,0,NA,12.7,15.5,0,1,1,1,1,1,1,1,1,S,SK,
339,2021,4,janakkala,supplement,deworm,8/9/2021,2,H1,226073,0339,F,0,1,1,0,NA,13.5,22.0,0,NA,1,1,1,1,1,1,1,R,JM,sperm plug
340,2021,4,janakkala,supplement,deworm,8/9/2021,2,A5,219980,0340,M,0,NA,NA,NA,1,13.9,21.0,0,NA,1,1,1,1,1,1,1,R,JM,FR with urine; tag originally written as 219890 (a vole in Asema) but I believe the correct tag is actually 219980
341,2021,4,janakkala,supplement,deworm,8/9/2021,2,K5,219769,0341,F,0,0,0,0,NA,12.4,13.0,1,1,1,1,1,1,1,0,1,R,SK,
342,2021,4,janakkala,supplement,deworm,8/9/2021,2,E6,226062,0342,F,0,1,1,1,NA,13.8,31.5,0,NA,1,1,1,1,1,1,1,R,JM,FE small amount
343,2021,4,janakkala,supplement,deworm,8/9/2021,2,I3,219773,0343,F,0,1,1,0,NA,13.3,22.0,1,1,1,1,1,1,1,1,1,R,SK,FR not fresh
315,2021,4,radio,supplement,control,8/9/2021,1,I2,219764,0315,M,0,NA,NA,NA,0,11.0,7.0,0,1,1,0,0,0,1,1,0,R,JM,multicap with vole
316,2021,4,radio,supplement,control,8/9/2021,1,I6,219996,0316,M,0,NA,NA,NA,1,14.4,27.0,9,NA,1,1,1,1,1,1,0,R,JV,multicap with vole; FE small amount
317,2021,4,radio,supplement,control,8/9/2021,1,I6,219794,0317,M,0,NA,NA,NA,1,14.7,25.0,2,1,1,1,1,1,1,1,0,S,JV,multicap with vole; euthanized
318,2021,4,radio,supplement,control,8/9/2021,1,I2,219964,0318,F,0,1,1,1,NA,13.2,33.5,0,NA,1,1,1,1,1,1,0,R,JM,multicap with vole
319,2021,4,radio,supplement,control,8/9/2021,1,I4,219731,0319,M,0,NA,NA,NA,0,12.6,14.5,0,1,1,1,1,1,1,1,0,R,JM,
320,2021,4,radio,supplement,control,8/9/2021,1,F4,226011,0320,F,0,1,1,1,NA,14.1,32.5,0,NA,1,1,1,1,1,1,0,R,JV,
321,2021,4,radio,supplement,control,8/9/2021,1,K2,219719,0321,F,0,0,0,0,NA,12.5,10.5,1,1,1,1,1,1,1,1,0,R,JV,
322,2021,4,radio,supplement,control,8/9/2021,1,K5,219713,0322,M,0,NA,NA,NA,1,13.4,18.5,0,1,1,1,1,1,1,1,0,S,JV,blood on saliva swab; FR not fresh; euthanized
323,2021,4,radio,supplement,control,8/9/2021,1,B5,219778,0323,M,0,NA,NA,NA,1,14.2,20.0,0,1,1,1,1,1,1,1,0,R,JM,
324,2021,4,radio,supplement,control,8/9/2021,1,J4,219771,0324,M,0,NA,NA,NA,0,12.7,13.5,1,1,1,1,1,1,1,1,0,R,JV,"FR not fresh, small amount"
325,2021,4,radio,supplement,control,8/9/2021,1,A6,219728,0325,F,0,0,0,0,NA,13.6,23.5,1,1,1,1,1,1,1,1,0,S,JM,"large blood sample, euthanized"
326,2021,4,radio,supplement,control,8/9/2021,1,G4,219782,0326,M,0,NA,NA,NA,1,13.6,19.0,1,1,1,1,1,1,1,1,0,R,JV,
327,2021,4,radio,supplement,control,8/9/2021,1,B3,219788,0327,F,0,0,0,0,NA,12.5,14.5,1,1,1,1,1,1,1,1,0,R,JM,
328,2021,4,radio,supplement,control,8/9/2021,1,G1,219858,0328,F,0,0,0,0,NA,12.6,13.0,1,1,1,1,1,1,1,1,0,R,JV,
329,2021,4,radio,supplement,control,8/9/2021,1,A2,219709x,0329,M,0,NA,NA,NA,0,12.5,12.5,0,1,1,1,1,1,1,1,0,R,JM,"This pit tag is wrong, 219709 was captured at Talo 4 times. Not sure who this is"
344,2021,4,radio,supplement,control,8/9/2021,2,I6,219988,0344,F,0,1,1,1,NA,13.6,31.0,0,NA,1,1,1,1,1,1,0,R,JV,
345,2021,4,radio,supplement,control,8/9/2021,2,D5,219715,0345,M,0,NA,NA,NA,0,13.0,17.0,0,1,1,1,1,1,1,1,0,R,JM,
346,2021,4,radio,supplement,control,8/9/2021,2,G1,226045,0346,M,0,NA,NA,NA,1,13.3,20.5,0,NA,1,1,1,1,1,1,0,R,JV,
347,2021,4,radio,supplement,control,8/9/2021,2,K2,219762,0347,M,0,NA,NA,NA,1,13.7,18.5,0,1,1,1,1,1,1,1,0,R,JM,
370,2021,4,hevonen,control,control,8/10/2021,3,J5,219991,0370,M,0,NA,NA,NA,1,12.5,15.5,0,NA,1,1,1,1,1,1,0,R,SK,
371,2021,4,hevonen,control,control,8/10/2021,3,I6,219879,0371,F,0,0,0,0,NA,12.0,12.5,1,1,1,1,1,1,1,1,0,R,JV,
372,2021,4,hevonen,control,control,8/10/2021,3,H5,219840,0372,M,0,NA,NA,NA,0,13.2,14.0,0,1,1,1,1,1,1,1,0,R,JV,FR small amount
373,2021,4,hevonen,control,control,8/10/2021,3,A1,219824,0373,M,0,NA,NA,NA,0,13.4,15.5,1,1,1,1,1,1,1,1,0,R,JV,FR not fresh
374,2021,4,hevonen,control,control,8/10/2021,3,B4,219844,0374,M,0,NA,NA,NA,0,12.3,13.5,3,1,1,1,1,1,1,1,0,R,SK,
375,2021,4,hevonen,control,control,8/10/2021,3,D5,219865,0375,F,0,0,0,0,NA,12.1,13.5,0,1,1,1,1,1,1,1,0,R,SK,
376,2021,4,hevonen,control,control,8/10/2021,3,A6,219852,0376,F,0,0,0,0,NA,12.4,13.5,2,1,1,1,1,1,1,1,0,R,JV,FE small amount
377,2021,4,hevonen,control,control,8/10/2021,3,E1,219898,0377,F,0,0,0,0,NA,11.5,12.0,1,1,1,1,1,1,1,1,0,R,SK,FE small amount
382,2021,4,hevonen,control,control,8/10/2021,3,K2,219805,0382,M,0,NA,NA,NA,0,12.8,12.5,1,1,1,1,1,1,1,1,0,R,JV,
390,2021,4,hevonen,control,control,8/10/2021,4,J1,219888,0390,M,0,NA,NA,NA,0,12.8,13.5,1,1,1,1,1,1,1,1,0,R,JM,FR not fresh
356,2021,4,janakkala,supplement,deworm,8/10/2021,3,K4,219885,0356,F,0,0,0,0,NA,12.2,11.5,0,1,1,1,1,1,1,1,1,R,JM,
357,2021,4,janakkala,supplement,deworm,8/10/2021,3,E1,219942,0357,F,0,0,0,0,NA,12.1,10.5,0,1,1,1,1,1,1,1,1,R,JV,multicap with vole; FE small amount
358,2021,4,janakkala,supplement,deworm,8/10/2021,3,A5,219702,0358,F,0,1,1,0,NA,14.2,27.0,0,1,1,1,1,1,1,1,1,R,JV,multicap with vole
359,2021,4,janakkala,supplement,deworm,8/10/2021,3,E6,219818,0359,M,0,NA,NA,NA,0,12.3,12.5,2,1,1,1,1,1,0,1,1,R,JM,multicap with vole
360,2021,4,janakkala,supplement,deworm,8/10/2021,3,A4,219869,0360,F,0,0,0,0,NA,12.5,14.0,0,1,1,1,1,1,1,1,1,R,JM,FE small amount
361,2021,4,janakkala,supplement,deworm,8/10/2021,3,F4,219929,0361,M,0,NA,NA,NA,1,14.1,23.5,1,NA,1,1,1,1,1,1,1,R,JV,FR not fresh
362,2021,4,janakkala,supplement,deworm,8/10/2021,3,C4,219980,0362,M,0,NA,NA,NA,1,13.6,21.5,0,NA,1,1,1,1,1,1,1,R,JV,
363,2021,4,janakkala,supplement,deworm,8/10/2021,3,C5,219828,0363,M,0,NA,NA,NA,0,11.9,11.5,1,1,1,1,1,1,1,1,1,R,JM,FR not fresh
364,2021,4,janakkala,supplement,deworm,8/10/2021,3,E5,219974,0364,M,0,NA,NA,NA,0,12.9,12.5,0,1,1,1,1,1,1,1,1,R,JV,FR not fresh
365,2021,4,janakkala,supplement,deworm,8/10/2021,3,C2,219882,0365,F,0,0,0,0,NA,12.2,11.0,0,1,1,1,1,1,1,1,1,R,JM,
378,2021,4,janakkala,supplement,deworm,8/10/2021,4,E6,219871,0378,M,0,NA,NA,NA,0,12.3,11.5,2,1,1,1,1,1,1,1,1,R,JV,multicap with vole; TT0378 - 1 nymph tick
379,2021,4,janakkala,supplement,deworm,8/10/2021,4,A5,226162,0379,M,0,NA,NA,NA,0,12.8,13.5,0,1,1,1,1,1,1,1,1,R,JV,multicap with 2 voles; FE small amount
380,2021,4,janakkala,supplement,deworm,8/10/2021,4,I2,226132,0380,M,0,NA,NA,NA,1,13.7,20.0,1,1,1,1,1,1,0,1,1,R,JM,
381,2021,4,janakkala,supplement,deworm,8/10/2021,4,A5,226110,0381,M,0,NA,NA,NA,0,12.7,9.0,0,1,1,0,0,0,1,0,1,R,JV,multicap with 2 voles; FE small amount
383,2021,4,janakkala,supplement,deworm,8/10/2021,4,B5,219811,0383,F,0,0,0,0,NA,12.3,13.0,0,1,1,1,1,1,1,1,1,R,JM,
384,2021,4,janakkala,supplement,deworm,8/10/2021,4,I4,226143,0384,M,0,NA,NA,NA,0,13.3,15.0,0,1,1,1,1,1,1,0,1,R,JV,FE small amount
366,2021,4,radio,supplement,control,8/10/2021,3,K1,219842,0366,M,0,NA,NA,NA,0,12.4,12.0,1,1,1,1,1,1,1,1,0,R,JM,FE very small
367,2021,4,radio,supplement,control,8/10/2021,3,B5,219993,0367,F,0,1,1,0,NA,13.0,22.0,1,NA,1,1,1,1,1,1,0,R,SK,
368,2021,4,radio,supplement,control,8/10/2021,3,B1,219789,0368,F,0,0,0,0,NA,10.9,7.0,0,1,1,0,0,0,1,1,0,R,SK,
369,2021,4,radio,supplement,control,8/10/2021,3,G1,219864,0369,F,0,1,1,0,NA,13.9,21.5,0,1,1,1,1,1,1,1,0,R,JM,sperm plug
385,2021,4,radio,supplement,control,8/10/2021,4,I4,226101,0385,M,0,NA,NA,NA,0,13.6,15.0,0,1,1,1,1,1,1,1,0,R,JM,
386,2021,4,radio,supplement,control,8/10/2021,4,B2,219855,0386,M,0,NA,NA,NA,0,12.5,12.5,0,1,1,1,1,1,1,1,0,R,JM,
387,2021,4,radio,supplement,control,8/10/2021,4,C2,226130,0387,M,0,NA,NA,NA,1,14.0,22.0,0,1,1,1,1,1,1,1,0,R,JM,
388,2021,4,radio,supplement,control,8/10/2021,4,K2,226142,0388,M,0,NA,NA,NA,1,14.2,17.5,1,1,1,1,1,1,1,1,0,R,JV,FR not fresh
389,2021,4,radio,supplement,control,8/10/2021,4,C3,219946,0389,F,0,1,1,1,NA,13.6,30.5,0,NA,1,1,1,1,1,1,0,R,JM,
NA,2021,4,radio,supplement,control,8/10/2021,4,G1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR,JM,vole escaped when botoom of trap slipped out
NA,2021,4,radio,supplement,control,8/10/2021,4,I6,NA,NA,F,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DT,JM,eaten by weasel in trap; no tag
412,2021,4,asema,control,control,8/12/2021,1,C1,219768,0412,F,0,1,0,0,NA,13.3,18.0,0,1,1,1,1,1,1,1,0,S,JM,multicap with vole; FE small amount; euthanized
413,2021,4,asema,control,control,8/12/2021,1,A2,219868,0413,F,0,0,0,0,NA,11.7,11.0,0,1,1,1,1,1,1,1,0,R,SK,multicap with vole; more FE collected session 3 8/13
414,2021,4,asema,control,control,8/12/2021,1,A2,219801,0414,M,0,NA,NA,NA,0,12.8,14.0,1,1,1,1,1,1,0,1,0,R,SK,multicap with vole
415,2021,4,asema,control,control,8/12/2021,1,C1,226001,0415,F,0,1,1,1,NA,14.1,26.0,0,NA,1,1,1,1,1,1,0,R,JM,multicap with vole; FE small amount
416,2021,4,asema,control,control,8/12/2021,1,J4,219825,0416,F,0,0,0,0,NA,12.3,12.0,36,1,1,1,1,1,1,1,0,R,SK,TT0416 from back of ear
417,2021,4,asema,control,control,8/12/2021,1,A6,219809,0417,M,0,NA,NA,NA,0,12.8,17.5,1,NA,1,1,1,1,1,1,0,R,JM,TT0417 from back of neck
418,2021,4,asema,control,control,8/12/2021,1,I4,226169,0418,F,0,1,1,0,NA,13.6,22.0,0,NA,1,1,1,1,1,1,0,R,JM,
419,2021,4,asema,control,control,8/12/2021,1,E2,219859,0419,M,0,NA,NA,NA,0,12.1,12.5,31,1,1,1,1,1,1,1,0,R,SK,
420,2021,4,asema,control,control,8/12/2021,1,E1,226056,0420,F,0,1,1,0,NA,13.6,20.5,0,NA,1,1,1,1,1,1,0,R,JM,FR not fresh
421,2021,4,asema,control,control,8/12/2021,1,F2,219802,0421,F,0,0,0,0,NA,12.2,11.0,5,1,1,1,1,1,1,1,0,R,SK,"more FE collected, FR collected session 3 8/13"
423,2021,4,asema,control,control,8/12/2021,1,K2,219890,0423,M,0,NA,NA,NA,1,12.5,19.0,0,NA,1,1,1,1,1,1,0,R,JM,
424,2021,4,asema,control,control,8/12/2021,1,A1,219896,0424,M,0,NA,NA,NA,1,12.9,17.5,13,1,1,1,1,1,1,1,0,S,SK,euthanized
425,2021,4,asema,control,control,8/12/2021,1,K4,226023,0425,M,0,NA,NA,NA,1,13.8,22.0,1,NA,1,1,1,1,1,1,0,R,JM,multicap with 2 shrews
433,2021,4,asema,control,control,8/12/2021,2,A1,NA,0433,M,0,NA,NA,NA,0,13.2,14.5,1,1,1,1,1,1,1,1,0,S,JV,euthanized
391,2021,4,kiirastuli,control,deworm,8/12/2021,1,K6,219836,0391,M,0,NA,NA,NA,1,14.0,18.5,1,1,1,1,1,1,1,1,1,S,JV,multicap with vole; FE small amount
392,2021,4,kiirastuli,control,deworm,8/12/2021,1,K3,219870,0392,F,0,1,1,0,NA,13.6,22.0,0,NA,1,1,1,1,1,1,1,R,JM,multicap with dead shrew
393,2021,4,kiirastuli,control,deworm,8/12/2021,1,K6,219873,0393,F,0,1,1,0,NA,13.6,18.5,0,1,1,1,1,1,1,1,1,R,JV,multicap with vole; bloody vagina; more FE collected session 2 8/12
394,2021,4,kiirastuli,control,deworm,8/12/2021,1,J3,219997,0394,F,0,1,1,1,NA,13.8,24.5,0,NA,1,1,1,1,1,1,1,R,JM,
426,2021,4,kiirastuli,control,deworm,8/12/2021,2,E6,219810,0426,M,0,NA,NA,NA,0,13.0,15.0,6,1,1,1,1,1,1,1,1,R,JM,FE very small
427,2021,4,kiirastuli,control,deworm,8/12/2021,2,K6,226044,0427,M,0,NA,NA,NA,1,12.7,19.5,2,NA,1,1,1,1,1,1,1,R,SK,TT0427
395,2021,4,talo,supplement,deworm,8/12/2021,1,D1,219889,0395,F,0,1,1,0,NA,12.9,22.0,0,NA,1,1,1,1,1,1,1,R,SK,
396,2021,4,talo,supplement,deworm,8/12/2021,1,G5,219897,0396,M,0,NA,NA,NA,0,12.7,13.0,0,1,1,1,1,1,0,0,1,DP,JV,multicap with 2 voles; dirty swab; suffocated in bag after processing
397,2021,4,talo,supplement,deworm,8/12/2021,1,G5,219884,0397,F,0,1,0,0,NA,12.9,12.5,0,1,1,1,1,1,0,1,1,DP,JV,multicap with 2 voles; suffocated in bag after processing
398,2021,4,talo,supplement,deworm,8/12/2021,1,D4,226000,0398,M,0,NA,NA,NA,1,13.4,23.5,1,NA,1,1,1,1,1,1,1,R,SK,
399,2021,4,talo,supplement,deworm,8/12/2021,1,B5,226031,0399,F,0,1,1,1,NA,13.5,25.0,0,NA,1,1,1,1,1,1,1,R,SK,
400,2021,4,talo,supplement,deworm,8/12/2021,1,G5,219881,0400,M,0,NA,NA,NA,1,13.4,16.5,0,1,1,1,1,1,0,1,1,DP,JV,multicap with 2 voles; suffocated in bag after processing
401,2021,4,talo,supplement,deworm,8/12/2021,1,G4,219797,0401,M,0,NA,NA,NA,0,12.5,16.0,2,1,1,1,1,1,1,1,1,R,SK,FE and FR small amount
402,2021,4,talo,supplement,deworm,8/12/2021,1,H3,219901,0402,F,0,0,0,0,NA,13.5,14.0,0,1,1,1,1,1,1,1,1,R,JV,multicap with vole; more FE collected session 3 8/13
403,2021,4,talo,supplement,deworm,8/12/2021,1,G1,219838,0403,F,0,0,1,0,NA,12.5,19.5,0,NA,1,1,1,1,1,1,1,R,SK,TT0403 adult tick from back
404,2021,4,talo,supplement,deworm,8/12/2021,1,F3,219751,0404,F,0,0,0,0,NA,12.4,12.0,0,1,1,1,1,1,1,1,1,R,SK,
405,2021,4,talo,supplement,deworm,8/12/2021,1,H3,219827,0405,F,0,1,0,0,NA,13.0,12.5,8,1,1,1,1,1,1,1,1,R,JV,multicap with vole; FE and FR collected session 3 8/13; FR not fresh
406,2021,4,talo,supplement,deworm,8/12/2021,1,C3,219829,0406,M,0,NA,NA,NA,0,12.6,14.0,0,1,1,1,1,1,1,1,1,R,SK,FE small amount
407,2021,4,talo,supplement,deworm,8/12/2021,1,E4,219831,0407,F,0,0,0,0,NA,13.1,13.5,0,1,1,1,1,1,1,1,1,R,JV,multicap with shrew; FE collected session 3 8/13
408,2021,4,talo,supplement,deworm,8/12/2021,1,K4,219814,0408,F,0,0,0,0,NA,12.6,16.0,0,1,1,1,1,1,1,1,1,S,SK,multicap with 2 shrews; FE small amount
409,2021,4,talo,supplement,deworm,8/12/2021,1,K6,219857,0409,F,0,0,0,0,NA,12.2,13.0,1,1,1,1,1,1,1,1,1,R,JV,
410,2021,4,talo,supplement,deworm,8/12/2021,1,H1,219722,0410,M,0,NA,NA,NA,0,12.5,14.5,0,1,1,1,1,1,1,1,1,R,SK,
411,2021,4,talo,supplement,deworm,8/12/2021,1,C1,219892,0411,F,0,1,1,1,NA,13.7,25.0,0,1,1,1,1,1,1,1,1,R,JV,perfect circle in ear (previously tagged?); FR not fresh
422,2021,4,talo,supplement,deworm,8/12/2021,1,F2,219792,0422,F,0,0,0,0,NA,13.3,14.0,1,1,1,1,1,1,1,1,1,R,SK,TT0422 1 nymph collected
428,2021,4,talo,supplement,deworm,8/12/2021,2,G4,219856,0428,F,0,1,1,0,NA,13.5,26.0,0,NA,1,1,1,1,1,1,1,R,JM,
429,2021,4,talo,supplement,deworm,8/12/2021,2,G1,219891,0429,F,0,0,0,0,NA,13.3,14.0,1,1,1,1,1,1,1,1,1,R,JV,FE small amount
430,2021,4,talo,supplement,deworm,8/12/2021,2,A2,219893,0430,F,0,0,0,0,NA,13.2,14.5,0,1,1,1,1,1,1,1,1,R,JM,TT0430 nymph from back
431,2021,4,talo,supplement,deworm,8/12/2021,2,K3,226100,0431,F,0,1,1,1,NA,13.7,29.0,1,1,1,1,1,1,1,1,1,R,JV,lactating
432,2021,4,talo,supplement,deworm,8/12/2021,2,D5,226181,0432,M,0,NA,NA,NA,0,13.1,13.5,2,1,1,1,1,1,1,1,1,R,JM,
443,2021,4,asema,control,control,8/13/2021,3,K3,219944,0443,F,0,0,0,0,NA,12.2,10.5,2,1,1,1,1,1,1,1,0,R,JM,
444,2021,4,asema,control,control,8/13/2021,3,C1,219752,0444,M,0,NA,NA,NA,1,12.8,18.5,4,1,1,1,1,1,1,1,0,R,SK,"TT0444 adult, 2 nymphs from back; FR with urine"
445,2021,4,asema,control,control,8/13/2021,3,A6,219813,0445,F,0,1,1,0,NA,13.4,21.5,1,NA,1,1,1,1,1,1,0,R,JM,
446,2021,4,asema,control,control,8/13/2021,3,K1,219987,0446,M,0,NA,NA,NA,1,12.9,18.0,0,1,1,1,1,1,1,1,0,R,SK,FE small amount
447,2021,4,asema,control,control,8/13/2021,3,K6,219917,0447,M,0,NA,NA,NA,0,12.6,14.0,0,1,1,1,1,1,1,1,0,R,JM,multicap with shrew
