id as number,year,occasion,site,food_trt,helm_trt,date,sess,trap,tag,id,sex,ow,per,nip,preg,test,head,mass,ticks,ear_ed,saliva_sr,smear_bs,bloodspin_bc,bloodrna_br,fecalegg_fe,fecalrna_fr,deworm,fate,handler,notes
161,2021,3,hevonen,control,control,7/12/2021,4,K3,219923,0161,F,0,0,0,0,NA,12.9,11.5,2,1,1,1,1,1,0,0,0,R,JV,
138,2021,3,janakkala,supplement,deworm,7/12/2021,3,K4,219940,0138,F,0,1,0,0,NA,12.7,14.5,0,1,1,1,1,1,1,1,1,R,SK,"swab dirty, FR not fresh"
139,2021,3,janakkala,supplement,deworm,7/12/2021,3,I4,219962,0139,F,0,0,0,0,NA,12.4,12.5,0,1,1,1,1,1,0,1,1,R,JV,multicapture
140,2021,3,janakkala,supplement,deworm,7/12/2021,3,I4,226047,0140,F,0,1,1,0,NA,13.5,24.0,0,NA,1,1,1,1,1,1,1,R,JV,"multicapture, sperm plug"
141,2021,3,janakkala,supplement,deworm,7/12/2021,3,K3,219941,0141,M,0,NA,NA,NA,1,12.6,15.5,1,1,1,1,1,1,1,1,1,R,SK,"New animal (Ear taken), PIT tag recorded as 219941 by Mathilde, could potentially be 219951??; FR not fresh"
142,2021,3,janakkala,supplement,deworm,7/12/2021,3,I1,226088,0142,F,1,1,1,1,NA,13.2,31.5,0,NA,1,1,1,1,1,1,1,R,JV,
143,2021,3,janakkala,supplement,deworm,7/12/2021,3,A4,219930,0143,M,0,NA,NA,NA,1,14.0,23.5,0,1,1,1,1,1,1,1,1,R,SK,
144,2021,3,janakkala,supplement,deworm,7/12/2021,3,C5,219938,0144,M,0,NA,NA,NA,0,12.6,11.5,0,1,1,1,1,1,1,1,1,R,JV,FE small amount; FR not fresh
150,2021,3,janakkala,supplement,deworm,7/12/2021,4,K1,226068,0150,M,1,NA,NA,NA,1,14.4,22.0,0,NA,1,1,1,1,1,1,1,R,JV,multicapture; FE small amount
151,2021,3,janakkala,supplement,deworm,7/12/2021,4,F5,219955,0151,M,0,NA,NA,NA,0,12.2,12.5,0,1,1,1,1,1,0,1,1,R,SK,
152,2021,3,janakkala,supplement,deworm,7/12/2021,4,F5,219967,0152,F,0,0,0,0,NA,12.3,13.0,0,1,1,1,1,1,0,0,1,R,SK,
153,2021,3,janakkala,supplement,deworm,7/12/2021,4,H3,226096,0153,M,1,NA,NA,NA,1,13.6,20.5,0,NA,1,1,1,1,1,1,1,R,JV,
154,2021,3,janakkala,supplement,deworm,7/12/2021,4,A1,219924,0154,F,0,1,1,1,NA,13.4,33.5,0,1,1,1,1,1,1,1,1,R,SK,
155,2021,3,janakkala,supplement,deworm,7/12/2021,4,C5,219980,0155,M,0,NA,NA,NA,1,13.2,19.0,2,1,1,1,1,1,1,1,1,R,JV,FE small amount; FR soaked in urine
156,2021,3,janakkala,supplement,deworm,7/12/2021,4,E3,219903,0156,F,0,1,1,0,NA,13.0,20.5,0,1,1,1,1,1,1,1,1,R,SK,FR not fresh
145,2021,3,radio,supplement,control,7/12/2021,3,I6,219996,0145,M,0,NA,NA,NA,1,14.0,20.5,3,1,1,1,1,1,1,1,0,R,JM,TT0145 collected
146,2021,3,radio,supplement,control,7/12/2021,3,B1,219905,0146,F,0,1,0,0,NA,13.6,17.0,0,1,1,1,1,1,1,1,0,R,JM,
147,2021,3,radio,supplement,control,7/12/2021,3,B2,219983,0147,M,0,NA,NA,NA,1,12.7,15.5,0,1,1,1,1,1,1,1,0,R,JM,
148,2021,3,radio,supplement,control,7/12/2021,3,B5,219993,0148,F,0,1,1,1,NA,13.2,26.0,0,1,1,1,1,1,1,1,0,R,JM,
157,2021,3,radio,supplement,control,7/12/2021,4,J4,219925,0157,F,0,0,0,0,NA,12.2,10.5,0,1,1,1,1,1,1,1,0,R,JV,FR small
158,2021,3,radio,supplement,control,7/12/2021,4,A2,219932,0158,M,0,NA,NA,NA,1,13.2,22.0,0,1,1,1,1,1,1,1,0,R,SK,Right and left ear punch?
159,2021,3,radio,supplement,control,7/12/2021,4,I6,219988,0159,F,0,1,1,0,NA,13.4,23.5,2,1,1,1,1,1,1,1,0,R,SK,
172,2021,3,asema,control,control,7/14/2021,1,E6,219822,0172,M,0,NA,NA,NA,1,13.7,17.5,0,1,1,1,1,1,1,1,0,R,JM,
173,2021,3,asema,control,control,7/14/2021,1,C1,226001,0173,F,1,1,1,0,NA,14.0,24.0,0,NA,1,1,1,1,1,1,0,R,JV,
174,2021,3,asema,control,control,7/14/2021,1,E2,226023,0174,M,1,NA,NA,NA,1,14.2,20.5,0,NA,1,1,1,1,1,1,0,R,JV,
175,2021,3,asema,control,control,7/14/2021,1,J5,219890,0175,M,0,NA,NA,NA,1,14.1,21.5,0,1,1,1,1,1,1,1,0,R,JM,
176,2021,3,asema,control,control,7/14/2021,1,J1,219876,0176,M,0,NA,NA,NA,0,12.2,11.0,0,1,1,1,1,1,1,0,0,R,JM,FE collected 7/15
177,2021,3,asema,control,control,7/14/2021,1,E1,226056,0177,F,0,1,1,1,NA,14.0,23.0,0,NA,1,1,1,1,1,1,0,R,JV,"sperm plug, fresh FR collected session 3 7/15"
178,2021,3,asema,control,control,7/14/2021,1,G4,219862,0178,M,0,NA,NA,NA,0,12.6,13.0,1,1,1,1,1,1,1,1,0,R,JM,
179,2021,3,asema,control,control,7/14/2021,1,K4,226033,0179,F,1,1,1,1,NA,14.2,29.5,0,NA,1,1,1,1,1,1,0,R,JV,"shrew dead in trap, sperm plug"
180,2021,3,asema,control,control,7/14/2021,1,C2,219851,0180,F,0,0,0,0,NA,13.1,12.5,1,1,1,1,1,1,1,1,0,R,JV,
181,2021,3,asema,control,control,7/14/2021,1,A2,219849,0181,M,0,NA,NA,NA,0,12.9,23.0,0,1,1,1,1,1,1,1,0,R,JM,"TT0181 collected, FR not fresh"
182,2021,3,asema,control,control,7/14/2021,1,A6,219813,0182,F,0,1,1,0,NA,13.0,21.5,0,1,1,1,1,1,1,1,0,R,JM,
185,2021,3,asema,control,control,7/14/2021,2,K3,226158,0185,M,0,NA,NA,NA,0,12.2,10.5,0,1,1,1,1,1,1,1,0,R,JM,FE collected 7/15/21
186,2021,3,asema,control,control,7/14/2021,2,K6,226169,0186,F,0,1,1,1,NA,13.8,27.0,0,1,1,1,1,1,1,1,0,R,JM,
162,2021,3,kiirastuli,control,deworm,7/14/2021,1,H3,219913,0162,F,0,1,1,1,NA,13.7,30.0,1,1,1,1,1,1,1,1,1,R,JV,
163,2021,3,kiirastuli,control,deworm,7/14/2021,1,A6,226044,0163,M,0,NA,NA,NA,1,13.0,19.5,0,NA,1,1,1,1,1,1,1,R,JV,fresh FR collected 7/15
164,2021,3,kiirastuli,control,deworm,7/14/2021,1,K2,226064,0164,M,1,NA,NA,NA,1,13.3,20.0,0,NA,1,1,1,1,1,1,1,R,JV,FE with urine
183,2021,3,kiirastuli,control,deworm,7/14/2021,2,K2,219870,0183,F,0,1,0,0,NA,13.5,17.5,0,1,1,1,1,1,1,1,1,R,JM,
165,2021,3,talo,supplement,deworm,7/14/2021,1,E5,226031,0165,F,0,1,1,1,NA,13.3,33.0,0,NA,1,1,1,1,1,1,1,R,SK,
166,2021,3,talo,supplement,deworm,7/14/2021,1,H2,219838,0166,F,0,1,1,1,NA,12.7,28.0,0,1,1,1,1,1,1,1,1,R,JM,FE small amount
167,2021,3,talo,supplement,deworm,7/14/2021,1,H1,226051,0167,M,1,NA,NA,NA,1,13.8,23.5,0,NA,1,1,1,1,1,1,1,R,SK,
168,2021,3,talo,supplement,deworm,7/14/2021,1,D3,219889,0168,F,0,1,0,0,NA,12.6,15.0,1,1,1,1,1,1,1,1,1,R,JM,
169,2021,3,talo,supplement,deworm,7/14/2021,1,F4,226085,0169,F,0,1,1,0,NA,13.5,26.5,0,1,1,1,1,1,1,1,1,R,SK,dirty swab
170,2021,3,talo,supplement,deworm,7/14/2021,1,G6,219823,0170,M,0,NA,NA,NA,1,14.2,25.5,1,1,1,1,1,1,1,1,1,R,JM,
171,2021,3,talo,supplement,deworm,7/14/2021,1,A5,219846,0171,M,0,NA,NA,NA,1,12.9,19.5,0,1,1,1,1,1,1,1,1,R,SK,
184,2021,3,talo,supplement,deworm,7/14/2021,1,A6,226000,0184,M,1,NA,NA,NA,1,13.8,21.5,3,NA,1,1,1,1,1,1,1,R,SK,more FE collected 7/15 session 4
189,2021,3,asema,control,control,7/15/2021,3,K3,219883,0189,M,0,NA,NA,NA,0,12.5,10.0,1,1,1,1,1,1,0,1,0,R,JM,TT0189 collected - 1 nymph; multicap
190,2021,3,asema,control,control,7/15/2021,3,K3,219877,0190,M,0,NA,NA,NA,1,12.7,16.0,0,1,1,1,1,1,1,1,0,R,JM,multicap
191,2021,3,asema,control,control,7/15/2021,3,A6,219809,0191,M,0,NA,NA,NA,1,13.6,14.0,1,1,1,1,1,1,1,0,0,R,JM,
195,2021,3,asema,control,control,7/15/2021,4,K3,219833,0195,M,0,NA,NA,NA,1,13.8,21.5,2,1,1,1,1,1,1,1,0,R,JM,"lost a lot of blood, multicap, FE small amount"
196,2021,3,asema,control,control,7/15/2021,4,D3,219931,0196,F,0,0,0,0,NA,13.6,14.5,1,1,1,1,1,1,1,1,0,R,JV,BR and BC small amount; FR not fresh
187,2021,3,kiirastuli,control,deworm,7/15/2021,3,H3,219997,0187,F,0,1,1,1,NA,13.7,29.0,1,1,1,1,1,1,1,1,1,R,JV,
188,2021,3,kiirastuli,control,deworm,7/15/2021,3,A2,226055,0188,F,1,1,1,1,NA,14.3,25.5,0,1,1,1,1,1,1,1,1,R,JV,bloody vagina
192,2021,3,kiirastuli,control,deworm,7/15/2021,4,B4,219910,0192,M,0,NA,NA,NA,1,13.5,23.0,1,1,1,1,1,1,1,1,1,R,JV,
193,2021,3,talo,supplement,deworm,7/15/2021,4,A5,219830,0193,F,0,0,0,0,NA,12.4,13.5,1,1,1,1,1,1,1,1,1,R,SK,
194,2021,3,talo,supplement,deworm,7/15/2021,4,H4,219856,0194,F,0,1,1,0,NA,13.1,24.5,1,1,1,1,1,1,1,1,1,R,SK,TT0194 collected- 1 adult tick; sperm plug
201,2021,3,ketunpesa,control,deworm,7/18/2021,1,B3,219912,0201,F,0,1,1,0,NA,13.2,23.0,1,1,1,1,1,1,1,1,1,R,JV,"sperm plug, fresh FR collected session 4"
202,2021,3,ketunpesa,control,deworm,7/18/2021,1,J4,219800,0202,M,0,NA,NA,NA,0,11.8,8.5,0,1,1,0,0,0,1,1,1,R,JM,"too small for blood, FE small amount, FR not fresh"
203,2021,3,ketunpesa,control,deworm,7/18/2021,1,H5,226020,0203,F,1,1,1,1,NA,14.1,29.5,0,NA,1,1,1,1,1,1,1,R,JM,bloody vagina
204,2021,3,ketunpesa,control,deworm,7/18/2021,1,D2,219950,0204,F,0,1,1,0,NA,14.6,30.5,1,1,1,1,1,1,1,1,1,R,JV,
206,2021,3,ketunpesa,control,deworm,7/18/2021,2,H4,219817,0206,M,0,NA,NA,NA,0,11.7,9.0,0,1,1,0,0,0,1,1,1,R,SK,"FE small amount, multicap"
207,2021,3,ketunpesa,control,deworm,7/18/2021,2,H4,219886,0207,F,0,0,0,0,NA,11.7,8.5,0,1,1,0,0,0,1,1,1,R,JM,"FE small amount, multicap"
209,2021,3,ketunpesa,control,deworm,7/18/2021,2,I4,219821,0209,M,0,NA,NA,NA,0,11.9,8.0,0,1,1,0,0,0,1,1,1,R,JM,"FE small amount, multicap"
210,2021,3,ketunpesa,control,deworm,7/18/2021,2,J2,219835,0210,F,0,0,0,0,NA,11.8,9.5,0,1,1,0,0,0,1,1,1,R,SK,FE small amount
211,2021,3,ketunpesa,control,deworm,7/18/2021,2,H4,219976,0211,F,0,0,0,0,NA,12.0,9.0,0,1,1,0,0,0,1,1,1,R,JV,"FE small amount, NOT multicap, found and processed after the other H4s were released; more FE collected session 4"
200,2021,3,kuoppa,supplement,control,7/18/2021,1,H3,219850,0200,M,0,NA,NA,NA,1,14.2,24.5,0,1,1,1,1,1,1,1,0,R,SK,
205,2021,3,kuoppa,supplement,control,7/18/2021,2,J3,219874,0205,F,0,1,1,1,NA,13.9,40.5,0,1,1,1,1,1,1,1,0,R,JV,FE small amount
197,2021,3,mustikka,control,deworm,7/18/2021,1,B5,226007,0197,F,1,1,1,1,NA,13.4,26.5,2,NA,1,1,1,1,1,1,1,R,JM,
198,2021,3,mustikka,control,deworm,7/18/2021,1,H5,219834,0198,M,0,NA,NA,NA,1,14.1,25.5,6,1,1,1,1,1,1,1,1,R,JV,
199,2021,3,mustikka,control,deworm,7/18/2021,1,G6,219926,0199,M,0,NA,NA,NA,1,13.9,19.5,0,1,1,1,1,1,1,1,1,R,JM,
208,2021,3,mustikka,control,deworm,7/18/2021,1,G5,219832,0208,M,0,NA,NA,NA,1,14.5,23.5,3,1,1,1,1,1,1,1,1,R,JV,
218,2021,3,ketunpesa,control,deworm,7/19/2021,3,K2,226092,0218,F,0,1,1,1,NA,13.5,32.0,1,NA,1,1,1,1,1,1,1,R,JM,
221,2021,3,ketunpesa,control,deworm,7/19/2021,4,E2,226078,0221,M,0,NA,NA,NA,1,13.2,20.0,0,NA,1,1,1,1,1,1,1,R,JM,TT0221 - 2 adult ticks on back
214,2021,3,kuoppa,supplement,control,7/19/2021,3,H3,226037,0214,M,0,NA,NA,NA,1,13.8,22.0,1,NA,1,1,1,1,1,1,0,R,JV,
215,2021,3,kuoppa,supplement,control,7/19/2021,3,C1,219860,0215,M,0,NA,NA,NA,0,12.9,17.0,1,1,1,1,1,1,1,0,0,R,JM,
216,2021,3,kuoppa,supplement,control,7/19/2021,3,A2,219970,0216,M,0,NA,NA,NA,1,14.7,33.5,2,1,1,1,1,1,0,0,0,R,JV,
217,2021,3,kuoppa,supplement,control,7/19/2021,3,A2,219916,0217,F,0,1,0,0,NA,12.5,13.0,0,1,1,1,1,1,0,1,0,R,JM,
219,2021,3,kuoppa,supplement,control,7/19/2021,4,E3,226196,0219,F,0,1,0,0,NA,13.0,16.0,1,1,1,1,1,1,0,0,0,R,JV,
220,2021,3,kuoppa,supplement,control,7/19/2021,4,E1,226189,0220,F,0,1,1,0,NA,13.7,31.0,0,1,1,1,1,1,1,1,0,R,JM,
212,2021,3,mustikka,control,deworm,7/19/2021,3,B4,219894,0212,M,0,NA,NA,NA,1,13.3,23.0,0,1,1,1,1,1,1,1,1,R,SK,
213,2021,3,mustikka,control,deworm,7/19/2021,3,J5,219875a,0213,F,0,1,1,0,NA,12.9,23.5,2,1,1,1,1,1,1,1,1,R,SK,
222,2021,3,helmipollo,control,control,7/21/2021,1,J2,226094,0222,M,1,NA,NA,NA,1,14.1,27.5,0,NA,1,1,1,1,1,1,0,R,JM,
223,2021,3,helmipollo,control,control,7/21/2021,1,G4,226127,0223,M,0,NA,NA,NA,0,11.6,10.0,0,1,1,1,1,1,1,1,0,R,SK,more FE collected 7/21 session 2
224,2021,3,helmipollo,control,control,7/21/2021,1,B2,226079,0224,M,0,NA,NA,NA,1,12.9,14.5,0,NA,1,1,1,1,1,1,0,R,JM,
225,2021,3,helmipollo,control,control,7/21/2021,1,G6,226099,0225,F,0,1,1,0,NA,13.2,26.0,0,NA,1,1,1,1,1,1,0,R,SK,
226,2021,3,helmipollo,control,control,7/21/2021,1,F1,226075,0226,F,0,1,1,1,NA,13.2,24.0,0,NA,1,1,1,1,1,1,0,R,JM,"multicap with dead shrew; pit tag fell out, retagged with same tag"
227,2021,3,helmipollo,control,control,7/21/2021,1,G1,226080,0227,F,0,1,1,0,NA,13.2,27.5,0,NA,1,1,1,1,1,1,0,R,JM,
228,2021,3,helmipollo,control,control,7/21/2021,1,F4,226041,0228,M,0,NA,NA,NA,1,13.3,21.5,0,NA,1,1,1,1,1,1,0,R,SK,TT0228 collected - 1 large adult from back
229,2021,3,helmipollo,control,control,7/21/2021,1,G3,226036,0229,M,1,NA,NA,NA,1,13.6,23.5,1,NA,1,1,1,1,1,1,0,R,JM,
256,2021,3,helmipollo,control,control,7/21/2021,2,G3,226053,0256,M,0,NA,NA,NA,1,14.2,23.0,0,NA,1,1,1,1,1,1,0,R,JV,FE small amount; FE0256-2 collected 7/22 session 3
247,2021,3,puro,supplement,deworm,7/21/2021,1,F4,219815,0247,M,0,NA,NA,NA,1,12.1,16.0,1,1,1,1,1,1,1,1,1,R,SK,multicap with shrew; more FE collected session 2
248,2021,3,puro,supplement,deworm,7/21/2021,1,E3,226060,0248,F,1,1,1,1,NA,13.8,25.5,0,NA,1,1,1,1,1,1,1,R,JV,starting nipples; FR not fresh
249,2021,3,puro,supplement,deworm,7/21/2021,1,G3,226140,0249,M,0,NA,NA,NA,1,14.4,23.0,0,1,1,1,1,1,1,1,1,R,JV,multicap
250,2021,3,puro,supplement,deworm,7/21/2021,1,H5,219907,0250,F,0,1,0,0,NA,12.2,14.0,0,1,1,1,1,1,1,1,1,R,SK,
251,2021,3,puro,supplement,deworm,7/21/2021,1,G3,226153,0251,F,0,1,1,1,NA,13.1,20.5,0,1,1,1,1,1,0,1,1,R,JV,FR small amount
252,2021,3,puro,supplement,deworm,7/21/2021,1,I6,219819,0252,M,0,NA,NA,NA,1,12.5,16.5,0,1,1,1,1,1,1,1,1,R,SK,
253,2021,3,puro,supplement,deworm,7/21/2021,1,A2,226105,0253,M,0,NA,NA,NA,1,13.5,18.5,0,1,1,1,1,1,1,1,1,R,JV,
254,2021,3,puro,supplement,deworm,7/21/2021,1,A4,219958,0254,M,0,NA,NA,NA,1,12.5,17.0,0,1,1,1,1,1,1,1,1,R,SK,more FE and FR collected session 3 7/22
264,2021,3,puro,supplement,deworm,7/21/2021,2,A2,219900,0264,F,0,1,1,0,NA,13.6,26.0,0,1,1,1,1,1,1,1,1,R,JM,FE small amount
230,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,H2,226039,0230,M,1,NA,NA,NA,1,14.3,23.5,1,NA,1,1,1,1,1,0,0,R,JV,
231,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,C5,219806,0231,F,0,1,0,0,NA,12.3,12.5,0,1,1,1,1,1,1,1,0,R,JM,multicap; vaginal plug; FE collected session 3 7/22
232,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,H4,226049,0232,F,0,1,1,0,NA,13.5,18.5,0,NA,1,1,1,1,1,1,0,R,JV,
233,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,C5,226052,0233,M,0,NA,NA,NA,1,12.7,21.0,0,1,1,1,1,1,1,1,0,R,JM,multicap
234,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,F1,226087,0234,F,0,1,0,0,NA,14.4,24.0,0,NA,1,1,1,1,1,1,0,R,JV,multicap w/shrew (DT)
235,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,B5,219880,0235,M,0,NA,NA,NA,1,12.5,15.5,0,1,1,1,1,1,1,1,0,R,JM,
236,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,G2,226090,0236,M,1,NA,NA,NA,1,13.7,22.5,1,NA,1,1,1,1,1,1,0,R,JV,
237,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,C2,226126,0237,M,0,NA,NA,NA,0,11.9,10.5,0,1,1,1,1,1,1,1,0,R,JM,FR collected session 3 7/22
238,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,A5,226095,0238,F,1,1,1,1,NA,14.1,23.5,1,NA,1,1,1,1,1,1,0,R,JV,starting nipples
239,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,A2,219867,0239,F,0,0,0,0,NA,11.8,11.0,0,1,1,1,1,1,1,1,0,R,JM,Fresh FR collected session 3 7/22
240,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,A1,219872,0240,F,0,1,1,0,NA,14.1,24.0,0,1,1,1,1,1,1,1,0,R,JV,Fresh FR collected session 3 7/22
241,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,D5,219837,0241,M,0,NA,NA,NA,0,12.6,13.5,0,1,1,1,1,1,1,1,0,R,JM,
242,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,F1,226141,0242,F,0,1,1,1,NA,13.6,25.0,0,1,1,1,1,1,1,1,0,R,JV,"TT0242 - large adult, mid-back; FR soaked in urine; bloody vagina; lactating"
243,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,E4,219808,0243,M,0,NA,NA,NA,0,12.5,13.5,0,1,1,1,1,1,1,1,0,R,JM,"FR0243-2 collected session 4, 7/22"
244,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,G3,226131,0244,M,0,NA,NA,NA,1,13.4,19.0,1,1,1,1,1,1,1,1,0,R,JV,"TT0244 - 2 adults, left shoulder"
245,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,G6,219863,0245,F,0,0,0,0,NA,12.2,12.0,0,1,1,1,1,1,1,1,0,R,JM,dirty swab; large blood sample; TT0245 - 1 adult upper-back
246,2021,3,vaarinkorpi,supplement,control,7/21/2021,1,I5,226119,0246,F,0,1,1,1,NA,13.9,27.0,0,1,1,1,1,1,1,1,0,R,JV,
255,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,C5,226170,0255,M,0,NA,NA,NA,1,13.1,20.0,0,1,1,1,1,1,1,1,0,R,SK,"Originally recorded as PIT tag 226070 but this PIT tag was also recorded at site Puro. PIT tag 226170 was processed as a (monthly) recap during session 3-3 at Vaarinkorpi, but no previous occasion shows animal 226170 as a new animal, suggesting a recording error in this entry during session 2 (ie 226070 here should be 226170). PIT tag # for this entry changed to 226170 as other characteristics match the individual 226170 processed at session 3. Assumed that sample ID 0255 and 0273 are from the same individual. Multicap; FE small amount"
257,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,C5,226184,0257,M,0,NA,NA,NA,0,14.0,15.0,0,1,1,1,1,1,0,0,0,R,JV,multicap; TT0257 - 1 adult and 1 nymph from left shoulder
258,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,A2,226183,0258,F,0,1,1,1,NA,13.8,25.5,0,1,1,1,1,1,1,1,0,R,JV,FR not fresh
259,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,I3,226185,0259,M,0,NA,NA,NA,0,12.4,13.0,0,1,1,1,1,1,1,1,0,R,SK,multicap; FE small amount
260,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,I3,226123,0260,F,0,0,0,0,NA,12.5,11.0,0,1,1,1,1,1,1,1,0,R,JV,multicap; FE small amount
261,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,A1,226139,0261,M,0,NA,NA,NA,1,13.3,20.5,1,1,1,1,1,1,1,1,0,R,SK,
262,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,D4,226124,0262,M,0,NA,NA,NA,1,13.4,17.5,0,1,1,1,1,1,1,1,0,R,JV,
263,2021,3,vaarinkorpi,supplement,control,7/21/2021,2,F2,226171,0263,F,0,1,0,0,NA,11.8,11.5,1,1,1,1,1,1,1,1,0,R,SK,Fresh FR0263 collected session 4 7/22
265,2021,3,helmipollo,control,control,7/22/2021,3,G3,219969,0265,M,0,NA,NA,NA,0,11.8,9.0,0,1,1,0,0,0,1,1,0,R,JM,
266,2021,3,helmipollo,control,control,7/22/2021,3,D5,226054,0266,F,0,1,1,1,NA,13.5,30.5,0,NA,1,1,1,1,1,1,0,R,JM,
278,2021,3,helmipollo,control,control,7/22/2021,4,G1,226118,0278,F,0,1,0,0,NA,12.3,16.5,1,1,1,1,1,1,1,0,0,R,SK,
279,2021,3,helmipollo,control,control,7/22/2021,4,G3,226114,0279,F,0,0,0,0,NA,11.5,8.0,0,1,1,0,0,0,1,0,0,R,SK,FE small amount
275,2021,3,puro,supplement,deworm,7/22/2021,3,B5,226115,0275,M,0,NA,NA,NA,1,12.7,17.5,0,1,1,1,1,1,1,1,1,R,JM,TT0275 - 1 adult tick; FR not fresh
276,2021,3,puro,supplement,deworm,7/22/2021,3,D1,226150,0276,M,0,NA,NA,NA,1,14.2,22.0,1,1,1,1,1,1,1,1,1,R,SK,FE small amount
277,2021,3,puro,supplement,deworm,7/22/2021,3,E3,219971,0277,M,0,NA,NA,NA,1,13.1,20.5,0,NA,1,1,1,1,1,1,1,R,SK,
267,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,G5,226175,0267,F,0,0,0,0,NA,12.7,12.0,0,1,1,1,1,1,0,0,0,R,JV,
268,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,B1,226122,0268,F,0,0,0,0,NA,11.8,10.0,1,1,1,1,1,1,1,1,0,R,JM,FE small amount
269,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,F5,226148,0269,F,0,1,0,0,NA,12.3,13.0,1,1,1,1,1,1,1,1,0,R,JV,FE small amount
270,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,A2,219920,0270,M,0,NA,NA,NA,0,12.2,11.5,0,1,1,1,1,1,1,1,0,R,JV,more FE collected session 4 7/22 (FE0270-2)
271,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,E6,226161,0271,M,0,NA,NA,NA,1,13.5,23.0,0,1,1,1,1,1,1,1,0,R,JM,dirty swab
272,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,I4,219927,0272,F,0,1,0,0,NA,12.6,12.0,0,1,1,1,1,1,1,1,0,R,JV,TT0272 - 1 adult on shoulder; FE small; starting nipples
273,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,K3,226035,0273,F,1,1,1,1,NA,14.0,25.0,1,NA,1,1,1,1,1,1,0,R,JM,Wound on shoulder (earlier botched PIT tag?)
274,2021,3,vaarinkorpi,supplement,control,7/22/2021,3,G3,226170,0274,M,0,NA,NA,NA,1,13.3,19.5,0,NA,1,1,1,1,1,1,0,R,JV,Accidently processed as (monthly) recap due to recording error of PIT tag number in session 3-2. Assumed that sample ID 0255 and 0273 are from the same individual; FE small amount
280,2021,3,vaarinkorpi,supplement,control,7/22/2021,4,A1,226107,0280,M,0,NA,NA,NA,0,11.6,9.5,1,1,1,0,0,0,0,0,0,R,JM,
281,2021,3,vaarinkorpi,supplement,control,7/22/2021,4,B3,219959,0281,M,0,NA,NA,NA,0,12.6,12.5,0,1,1,1,1,1,1,1,0,R,JM,FR not fresh
NA,2021,4,talo,supplement,deworm,8/4/2021,0,G3,226085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DT,SK,"G line traps left closed 7/29/21; bodies dumped off grid, traps replaced, dirty traps retired; areas around traps scanned, no corpses found"
NA,2021,4,talo,supplement,deworm,8/4/2021,0,G6,226051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DT,SK,"G line traps left closed 7/29/21; bodies dumped off grid, traps replaced, dirty traps retired; areas around traps scanned, no corpses found"
NA,2021,4,talo,supplement,deworm,8/4/2021,0,G5,219823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DT,SK,"G line traps left closed 7/29/21; bodies dumped off grid, traps replaced, dirty traps retired; areas around traps scanned, no corpses found"
282,2021,4,hevonen,control,control,8/9/2021,1,E2,219949,0282,M,0,NA,NA,NA,1,13.6,22.0,2,NA,1,1,1,1,1,1,0,R,SK,
283,2021,4,hevonen,control,control,8/9/2021,1,E1,226168,0283,F,0,0,0,0,NA,11.9,10.0,0,1,1,1,1,1,1,1,0,R,JM,
284,2021,4,hevonen,control,control,8/9/2021,1,K2,226106,0284,M,0,NA,NA,NA,0,12.4,14.5,1,1,1,1,1,1,1,1,0,R,JM,
285,2021,4,hevonen,control,control,8/9/2021,1,J4,219936,0285,F,0,1,1,0,NA,13.5,20.5,2,NA,1,1,1,1,1,1,0,R,SK,
