"date_time","occ.sess","occasion","session","site","food_trt","helm_trt","trap","x","y","tag","firstcap","sex","per","nip","preg","test","head","mass","fate"
2021-08-20 06:00:00,"4.3","4",3,"vaarinkorpi","supplement","control","I6",9,11,"226170",0,"M",NA,NA,NA,"1",13.3,21.5,"R"
2021-08-20 06:00:00,"4.3","4",3,"vaarinkorpi","supplement","control","I1",9,1,"226113",1,"M",NA,NA,NA,"0",12,9,"R"
2021-08-20 16:00:00,"4.4","4",4,"vaarinkorpi","supplement","control","H2",8,4,"226108",1,"M",NA,NA,NA,"0",11.8,9.5,"R"
2021-08-20 16:00:00,"4.4","4",4,"vaarinkorpi","supplement","control","C5",3,9,"219887",1,"M",NA,NA,NA,"0",12.5,14.5,"R"
2021-08-20 16:00:00,"4.4","4",4,"vaarinkorpi","supplement","control","C2",3,3,"219826",1,"F","0","0","0",NA,12.4,13,"R"
2021-08-20 16:00:00,"4.4","4",4,"vaarinkorpi","supplement","control","A5",1,9,"219895",1,"M",NA,NA,NA,"0",12.7,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","C1",3,1,"219798",0,"F","1","1","0",NA,13,19.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","A4",1,7,"226251",1,"M",NA,NA,NA,"0",12.6,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","A4",1,7,"226708",1,"F","0","0","0",NA,13,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","B2",2,4,"226736",1,"F","0","0","0",NA,13,14,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","B2",2,4,"226754",1,"F","0","0","0",NA,11.1,11.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","A4",1,7,"226771",1,"M",NA,NA,NA,"0",12.8,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","B1",2,2,"226745",1,"F","0","0","0",NA,11.6,11.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","H4",8,8,"226787",1,"M",NA,NA,NA,"0",12.5,9.5,"DP"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","H4",8,8,"226714",1,"M",NA,NA,NA,"0",12.9,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","I3",9,5,"226773",1,"M",NA,NA,NA,"0",12.6,11,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","K2",11,3,"226765",1,"F","0","0","0",NA,13.3,14,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","E1",5,1,"219720",0,"M",NA,NA,NA,"0",12.4,18.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","K2",11,3,"226746",1,"F","0","0","0",NA,12.5,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","E1",5,1,"219775",0,"F","0","0","0",NA,12.2,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","I3",9,5,"226739",1,"M",NA,NA,NA,"0",13.1,15,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","J1",10,2,"226756",1,"F","0","0","0",NA,12.2,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","K4",11,7,"226751",1,"F","0","0","0",NA,12.5,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","B4",2,8,"226747",1,"F","0","0","0",NA,12.8,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","I1",9,1,"226720",1,"M",NA,NA,NA,"0",12.9,12,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","H1",8,2,"226790",1,"M",NA,NA,NA,"0",12.3,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","E4",5,7,"226799",1,"F","0","0","0",NA,12.3,11.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","J2",10,4,"219975",0,"F","1","1","0",NA,13.5,20,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","I2",9,3,"226785",1,"F","0","0","0",NA,12.2,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","E5",5,9,"226715",1,"M",NA,NA,NA,"0",12.5,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","E2",5,3,"219716",0,"M",NA,NA,NA,"0",12.3,12.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","E3",5,5,"219903",0,"F","1","1","0",NA,13.3,17.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","D5",4,10,"219701",0,"F","0","0","0",NA,12.7,14,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","F5",6,10,"226062",0,"F","1","1","0",NA,13.3,23.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","A6",1,11,"219811",0,"F","0","0","0",NA,13.4,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","A5",1,9,"219761",0,"F","0","0","0",NA,12.7,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"janakkala","supplement","deworm","A1",1,1,"219909",0,"M",NA,NA,NA,"0",13.1,25,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","I3",9,5,"219935",1,"F","0","0","0",NA,12.4,10.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","A5",1,9,"226162",0,"M",NA,NA,NA,"0",12.3,14.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","J4",10,8,"226702",1,"M",NA,NA,NA,"0",12.3,14.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","J1",10,2,"219791",1,"F","0","0","0",NA,12.2,12.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","J2",10,4,"226710",1,"F","0","0","0",NA,12.1,11.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","K5",11,9,"226786",1,"M",NA,NA,NA,"0",12.5,12.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","C1",3,1,"226211",1,"M",NA,NA,NA,"0",12.5,15,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","K4",11,7,"226763",1,"M",NA,NA,NA,"0",11.6,10.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","E3",5,5,"226241",1,"M",NA,NA,NA,"0",12.7,12.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","B5",2,10,"226711",1,"M",NA,NA,NA,"0",11.7,9,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","C6",3,11,"219727",1,"F","0","0","0",NA,12.2,8.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","K2",11,3,"219514",1,"M",NA,NA,NA,"0",11.9,11.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"janakkala","supplement","deworm","I6",9,11,"226238",1,"F","0","0","0",NA,12.3,10,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","I2",9,3,"219816",1,"M",NA,NA,NA,"0",11.6,10,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","G2",7,3,"226157",1,"M",NA,NA,NA,"0",12.7,11,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","I2",9,3,"219843",1,"F","0","0","0",NA,11.5,9,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","I6",9,11,"219820",1,"F","0","0","0",NA,12.9,14,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","C3",3,5,"226182",1,"M",NA,NA,NA,"0",12.2,11,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","I6",9,11,"226152",1,"F","0","0","0",NA,13.1,14,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","C3",3,5,"219946",0,"F","1","1","0",NA,13.2,24.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","K2",11,3,"226142",0,"M",NA,NA,NA,"0",13.6,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","K2",11,3,"219719",0,"F","0","0","0",NA,12.3,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","G2",7,3,"226003",1,"F","0","0","0",NA,11.6,9.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","J3",10,6,"219538",1,"F","0","0","0",NA,12,11.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","J3",10,6,"219567",1,"F","0","0","0",NA,12.9,13.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","G2",7,3,"226726",1,"M",NA,NA,NA,"0",11.9,11.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","A3",1,5,"219788",0,"F","0","0","0",NA,12.4,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","B1",2,2,"219535",1,"M",NA,NA,NA,"0",12.2,11,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","F5",6,10,"219715",0,"M",NA,NA,NA,"1",12.8,15,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","B4",2,8,"226766",1,"M",NA,NA,NA,"0",12.1,11,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","I1",9,1,"219964",0,"F","1","1","0",NA,13.1,21,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","K1",11,1,"219571",1,"F","1","1","0",NA,12.6,16,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","C6",3,11,"219568",1,"M",NA,NA,NA,"0",12.7,16,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","K3",11,5,"219554",1,"F","0","0","0",NA,11.9,11,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","D1",4,2,"226744",1,"F","0","0","0",NA,13.1,13,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","E1",5,1,"226749",1,"M",NA,NA,NA,"0",12.7,12.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","J5",10,10,"219508",1,"F","1","1","0",NA,13.2,20.5,"S"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","G1",7,1,"219598",1,"F","0","0","0",NA,11,11.5,"R"
2021-09-04 06:00:00,"5.1","5",1,"radio","supplement","control","J1",10,2,"226225",1,"F","1","1","0",NA,13,17,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","C3",3,5,"226259",1,"F","0","0","0",NA,12.3,10.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","G4",7,7,"226011",0,"F","1","1","0",NA,13.8,25,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","B1",2,2,"226242",1,"F","0","0","0",NA,12.4,13.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","C6",3,11,"219560",1,"F","1","1","0",NA,13,14,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","C3",3,5,"226268",1,"M",NA,NA,NA,"0",11.8,10.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","A3",1,5,"226229",1,"M",NA,NA,NA,"1",13.4,12.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","I1",9,1,"219767",1,"F","0","0","0",NA,11.6,9,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","J1",10,2,"226298",1,"F","0","0","0",NA,11.9,9,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","C1",3,1,"226201",1,"M",NA,NA,NA,"0",11.9,11.5,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","K6",11,11,"226267",1,"M",NA,NA,NA,"0",12.6,12,"R"
2021-09-04 16:00:00,"5.2","5",2,"radio","supplement","control","G2",7,3,"226223",1,"M",NA,NA,NA,"0",12.1,11,"R"
2021-09-05 06:00:00,"5.3","5",3,"janakkala","supplement","deworm","C6",3,11,"226250",1,"M",NA,NA,NA,"0",12.1,8,"DP"
2021-09-05 06:00:00,"5.3","5",3,"janakkala","supplement","deworm","C6",3,11,"226274",1,"M",NA,NA,NA,"0",12.1,8.5,"DP"
2021-09-05 06:00:00,"5.3","5",3,"janakkala","supplement","deworm","K1",11,1,"226236",1,"F","0","0","0",NA,13.1,16,"R"
2021-09-05 06:00:00,"5.3","5",3,"janakkala","supplement","deworm","J2",10,4,"226294",1,"M",NA,NA,NA,"1",13,15.5,"R"
2021-09-05 06:00:00,"5.3","5",3,"janakkala","supplement","deworm","F5",6,10,"219818",0,"M",NA,NA,NA,"0",12.6,12.5,"R"
2021-09-05 06:00:00,"5.3","5",3,"janakkala","supplement","deworm","E1",5,1,"219882",0,"F","0","0","0",NA,12.7,14,"R"
2021-09-05 16:00:00,"5.4","5",4,"janakkala","supplement","deworm","B4",2,8,"219702",0,"F","1","1","0",NA,13.6,26,"R"
2021-09-05 16:00:00,"5.4","5",4,"janakkala","supplement","deworm","A6",1,11,"226128",0,"F","0","0","0",NA,12.3,13.5,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","A2",1,3,"219661",1,"F","0","0","0",NA,11.9,12.5,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","I5",9,9,"219628",1,"M",NA,NA,NA,"0",12.3,12.5,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","I1",9,1,"219610",1,"F","0","0","0",NA,11.8,9,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","I1",9,1,"219683",1,"F","0","0","0",NA,11.5,9,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","K4",11,7,"219689",1,"M",NA,NA,NA,"0",12.3,14,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","A3",1,5,"219642",1,"M",NA,NA,NA,"0",13,15,"R"
2021-09-05 06:00:00,"5.3","5",3,"radio","supplement","control","K1",11,1,"219679",1,"F","0","0","0",NA,11.7,9.5,"R"
2021-09-05 16:00:00,"5.4","5",4,"radio","supplement","control","A3",1,5,"226282",1,"M",NA,NA,NA,"0",12.6,16,"R"
2021-09-07 06:00:00,"5.1","5",1,"asema","control","control","C2",3,3,"219868",0,"F","0","0","0",NA,11.8,14,"R"
