"date_time","occ.sess","occasion","session","site","food_trt","helm_trt","trap","x","y","tag","firstcap","sex","per","nip","preg","test","head","mass","fate"
2021-05-24 06:00:00,"1.3","1",3,"vaarinkorpi","supplement","control","F2",6,4,"226039",1,"M",NA,NA,NA,"1",13.7,22,"R"
2021-05-24 06:00:00,"1.3","1",3,"vaarinkorpi","supplement","control","H2",8,4,"226069",1,"M",NA,NA,NA,"1",14.1,22.5,"R"
2021-06-11 06:00:00,"2.1","2",1,"hevonen","control","control","D5",4,10,"226030",1,"F","1","0","0",NA,12,11,"R"
2021-06-11 06:00:00,"2.1","2",1,"hevonen","control","control","A1",1,1,"226017",1,"F","1","1","0",NA,14,28.5,"R"
2021-06-11 16:00:00,"2.2","2",2,"hevonen","control","control","D5",4,10,"226029",1,"M",NA,NA,NA,"1",14.7,26.5,"R"
2021-06-11 06:00:00,"2.1","2",1,"janakkala","supplement","deworm","A1",1,1,"226032",1,"M",NA,NA,NA,"0",14,23.5,"R"
2021-06-11 06:00:00,"2.1","2",1,"janakkala","supplement","deworm","K1",11,1,"226088",1,"F","1","1","1",NA,14.4,26,"R"
2021-06-11 06:00:00,"2.1","2",1,"janakkala","supplement","deworm","K4",11,7,"226082",1,"M",NA,NA,NA,"1",14.5,24,"R"
2021-06-11 06:00:00,"2.1","2",1,"radio","supplement","control","A3",1,5,"226097",1,"F","1","0","0",NA,12,11,"R"
2021-06-11 06:00:00,"2.1","2",1,"radio","supplement","control","A3",1,5,"226005",1,"M",NA,NA,NA,"1",14.7,23.5,"R"
2021-06-11 06:00:00,"2.1","2",1,"radio","supplement","control","K2",11,3,"226057",1,"M",NA,NA,NA,"0",13.8,16.5,"R"
2021-06-11 06:00:00,"2.1","2",1,"radio","supplement","control","A2",1,3,"226074",1,"M",NA,NA,NA,"1",15.5,21,"R"
2021-06-11 16:00:00,"2.2","2",2,"radio","supplement","control","K2",11,3,"226012",1,"F","1","0","0",NA,13.6,15,"R"
2021-06-11 16:00:00,"2.2","2",2,"radio","supplement","control","K1",11,1,"226059",1,"F","1","0","0",NA,13.6,15.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"hevonen","control","control","K3",11,5,"226016",1,"F","1","0","0",NA,13.8,10.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"janakkala","supplement","deworm","I6",9,11,"226062",1,"F","1","1","0",NA,14.1,26.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"janakkala","supplement","deworm","K4",11,7,"226096",1,"M",NA,NA,NA,"1",13.6,23.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"janakkala","supplement","deworm","K3",11,5,"226047",1,"F","1","0","0",NA,13.3,17,"R"
2021-06-12 06:00:00,"2.3","2",3,"janakkala","supplement","deworm","A6",1,11,"226072",1,"M",NA,NA,NA,"0",12.8,16.5,"R"
2021-06-12 16:00:00,"2.4","2",4,"janakkala","supplement","deworm","G4",7,7,"226068",1,"M",NA,NA,NA,"1",13.9,21.5,"R"
2021-06-12 16:00:00,"2.4","2",4,"janakkala","supplement","deworm","I5",9,9,"226014",1,"M",NA,NA,NA,"0",12,9.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"radio","supplement","control","K1",11,1,"226065",1,"M",NA,NA,NA,"1",13.4,21.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"radio","supplement","control","F5",6,10,"226063",1,"M",NA,NA,NA,"0",13,15.5,"R"
2021-06-12 06:00:00,"2.3","2",3,"radio","supplement","control","K1",11,1,"226071",1,"M",NA,NA,NA,"1",14.5,24,"R"
2021-06-12 06:00:00,"2.3","2",3,"radio","supplement","control","K2",11,3,"226028",1,"M",NA,NA,NA,"1",13.4,14,"R"
2021-06-12 16:00:00,"2.4","2",4,"radio","supplement","control","A1",1,1,"226067",1,"F","0","0","0",NA,13.6,18.5,"R"
2021-06-12 16:00:00,"2.4","2",4,"radio","supplement","control","F5",6,10,"226011",1,"F","1","0","0",NA,14.2,18.5,"R"
2021-06-12 16:00:00,"2.4","2",4,"radio","supplement","control","K1",11,1,"226077",1,"M",NA,NA,NA,"1",14,17,"R"
2021-06-14 06:00:00,"2.1","2",1,"asema","control","control","C1",3,1,"226023",1,"M",NA,NA,NA,"1",13.8,22,"R"
2021-06-14 16:00:00,"2.2","2",2,"asema","control","control","C1",3,1,"226056",1,"F","0","0","0",NA,12.5,15.5,"R"
2021-06-14 06:00:00,"2.1","2",1,"kiirastuli","control","deworm","K6",11,11,"226064",1,"M",NA,NA,NA,"1",13.4,23,"R"
2021-06-14 06:00:00,"2.1","2",1,"kiirastuli","control","deworm","A5",1,9,"226044",1,"M",NA,NA,NA,"1",12.6,18,"R"
2021-06-14 06:00:00,"2.1","2",1,"kiirastuli","control","deworm","C1",3,1,"226081",1,"M",NA,NA,NA,"1",13.3,25.5,"R"
2021-06-14 06:00:00,"2.1","2",1,"talo","supplement","deworm","E4",5,7,"226022",1,"M",NA,NA,NA,"1",14.5,25,"R"
2021-06-14 06:00:00,"2.1","2",1,"talo","supplement","deworm","H3",8,6,"226085",1,"F","1","0","0",NA,12.6,14,"R"
2021-06-14 06:00:00,"2.1","2",1,"talo","supplement","deworm","J5",10,10,"226026",1,"F","1","0","0",NA,13.2,21,"R"
2021-06-14 06:00:00,"2.1","2",1,"talo","supplement","deworm","E4",5,7,"226058",0,"M",NA,NA,NA,"1",14.4,22.5,"R"
2021-06-14 06:00:00,"2.1","2",1,"talo","supplement","deworm","E5",5,9,"226051",1,"M",NA,NA,NA,"1",14.7,21.5,"R"
2021-06-14 16:00:00,"2.2","2",2,"talo","supplement","deworm","C2",3,3,"226019",1,"F","1","1","1",NA,14.7,29.5,"R"
2021-06-14 16:00:00,"2.2","2",2,"talo","supplement","deworm","A6",1,11,"226031",1,"F","1","0","0",NA,13.2,20.5,"R"
2021-06-15 06:00:00,"2.3","2",3,"asema","control","control","C1",3,1,"226091",1,"M",NA,NA,NA,"1",14.2,17.5,"R"
2021-06-15 16:00:00,"2.4","2",4,"asema","control","control","B1",2,2,"226086",1,"F","1","1","0",NA,14,22.5,"R"
2021-06-15 06:00:00,"2.3","2",3,"kiirastuli","control","deworm","K2",11,3,"226084",1,"M",NA,NA,NA,"1",14.6,24.5,"R"
2021-06-15 06:00:00,"2.3","2",3,"kiirastuli","control","deworm","A5",1,9,"226055",1,"F","1","0","1",NA,14,22,"R"
2021-06-15 06:00:00,"2.3","2",3,"talo","supplement","deworm","A6",1,11,"226000",1,"M",NA,NA,NA,"1",13.4,21,"R"
2021-06-15 06:00:00,"2.3","2",3,"talo","supplement","deworm","A6",1,11,"226025",1,"M",NA,NA,NA,"1",14.3,23,"R"
2021-06-18 06:00:00,"2.1","2",1,"ketunpesa","control","deworm","D3",4,6,"226034",1,"M",NA,NA,NA,"1",13.6,20,"R"
2021-06-18 06:00:00,"2.1","2",1,"ketunpesa","control","deworm","I4",9,7,"226020",0,"F","1","1","0",NA,14,23,"R"
2021-06-18 06:00:00,"2.1","2",1,"ketunpesa","control","deworm","K3",11,5,"226009",1,"M",NA,NA,NA,"1",14.7,25.5,"R"
2021-06-18 06:00:00,"2.1","2",1,"ketunpesa","control","deworm","C4",3,7,"226027",1,"M",NA,NA,NA,"0",12.9,11,"R"
2021-06-18 06:00:00,"2.1","2",1,"ketunpesa","control","deworm","J1",10,2,"226092",1,"F","0","0","0",NA,13.4,23.5,"R"
2021-06-18 06:00:00,"2.1","2",1,"kuoppa","supplement","control","K5",11,9,"226043",1,"F","1","0","0",NA,13.9,19,"R"
2021-06-18 06:00:00,"2.1","2",1,"kuoppa","supplement","control","G3",7,5,"226040",1,"M",NA,NA,NA,"1",15.6,28,"R"
2021-06-18 06:00:00,"2.1","2",1,"mustikka","control","deworm","J4",10,8,"226015",1,"M",NA,NA,NA,"1",14.2,26.5,"R"
2021-06-18 16:00:00,"2.2","2",2,"mustikka","control","deworm","E4",5,7,"226007",1,"F","1","1","0",NA,13.8,22,"R"
2021-06-18 16:00:00,"2.2","2",2,"mustikka","control","deworm","C2",3,3,"226098",1,"M",NA,NA,NA,"1",13.6,18.5,"R"
2021-06-19 06:00:00,"2.3","2",3,"ketunpesa","control","deworm","J2",10,4,"226078",1,"M",NA,NA,NA,"1",12.8,14.5,"R"
2021-06-19 06:00:00,"2.3","2",3,"ketunpesa","control","deworm","F1",6,2,"226093",1,"M",NA,NA,NA,"1",12.8,18.5,"R"
2021-06-19 06:00:00,"2.3","2",3,"kuoppa","supplement","control","E1",5,1,"226037",1,"M",NA,NA,NA,"1",14.2,19,"R"
2021-06-19 06:00:00,"2.3","2",3,"mustikka","control","deworm","J5",10,10,"226046",1,"F","1","1","0",NA,14,25,"R"
2021-06-19 06:00:00,"2.3","2",3,"mustikka","control","deworm","G6",7,11,"226066",1,"M",NA,NA,NA,"1",13.4,19,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","D1",4,2,"226075",1,"F","1","0","0",NA,13.7,16,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","F4",6,8,"226053",1,"M",NA,NA,NA,"1",13.6,20,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","D1",4,2,"226036",1,"M",NA,NA,NA,"1",15,23,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","F4",6,8,"226099",1,"F","1","0","0",NA,13.2,18.5,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","G1",7,1,"226080",1,"F","1","0","0",NA,13.2,15.5,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","C5",3,9,"226041",1,"M",NA,NA,NA,"1",13.2,18,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","C1",3,1,"226038",1,"M",NA,NA,NA,"1",14.1,22,"AR"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","J1",10,2,"226094",0,"M",NA,NA,NA,"1",13.7,23.5,"R"
2021-06-21 06:00:00,"2.1","2",1,"helmipollo","control","control","E5",5,9,"226054",1,"F","1","0","0",NA,12.6,13,"R"
2021-06-21 16:00:00,"2.2","2",2,"helmipollo","control","control","A2",1,3,"226079",1,"M",NA,NA,NA,"1",12.5,16.5,"R"
2021-06-21 06:00:00,"2.1","2",1,"puro","supplement","deworm","H2",8,4,"226070",1,"F","1","0","0",NA,13.1,20,"R"
2021-06-21 06:00:00,"2.1","2",1,"puro","supplement","deworm","A3",1,5,"226060",0,"F","1","1","0",NA,13.4,19,"R"
2021-06-21 06:00:00,"2.1","2",1,"puro","supplement","deworm","B5",2,10,"226004",1,"M",NA,NA,NA,"1",13.6,19.5,"R"
2021-06-21 06:00:00,"2.1","2",1,"vaarinkorpi","supplement","control","G5",7,9,"226049",1,"F","1","0","0",NA,13.9,20,"R"
2021-06-21 06:00:00,"2.1","2",1,"vaarinkorpi","supplement","control","G2",7,3,"226039",0,"M",NA,NA,NA,"1",13.9,24,"R"
2021-06-21 06:00:00,"2.1","2",1,"vaarinkorpi","supplement","control","G2",7,3,"226087",1,"F","1","0","0",NA,13.4,15,"R"
2021-06-21 06:00:00,"2.1","2",1,"vaarinkorpi","supplement","control","E2",5,3,"226090",1,"M",NA,NA,NA,"1",13.8,22.5,"R"
2021-06-21 06:00:00,"2.1","2",1,"vaarinkorpi","supplement","control","E6",5,11,"226050",1,"M",NA,NA,NA,"1",13.2,22,"R"
2021-06-21 06:00:00,"2.1","2",1,"vaarinkorpi","supplement","control","B2",2,4,"226021",1,"F","1","1","0",NA,12.9,21.5,"R"
